Distance_(microns),Value,X1,Y1,X2,Y2
29.4179,6.6102,29.4179,14.0658,29.4179,12.8984
29.4868,6.7835,29.4868,16.3831,29.4868,11.5006
29.5557,10.5105,29.5557,14.2877,29.5557,9.1854
29.6246,11.8196,29.6246,12.4059,29.6246,12.0392
29.6935,11.6627,29.6935,11.7128,29.6935,10.4462
29.7624,11.5434,29.7624,11.6150,29.7624,12.0487
29.8313,12.4150,29.8313,10.4464,29.8313,15.2920
29.9002,10.8640,29.9002,9.7295,29.9002,18.1818
29.9691,10.2043,29.9691,10.3055,29.9691,17.0829
30.0380,9.1353,30.0380,12.4288,30.0380,18.5601
30.1069,9.0712,30.1069,14.1072,30.1069,18.0712
30.1758,9.9555,30.1758,13.1358,30.1758,13.8313
30.2447,9.2350,30.2447,12.1042,30.2447,12.9324
30.3136,11.7180,30.3136,8.1458,30.3136,12.2851
30.3825,10.2992,30.3825,8.8460,30.3825,13.3322
30.4514,9.6455,30.4514,8.3656,30.4514,13.9692
30.5203,8.7806,30.5203,9.4364,30.5203,14.7440
30.5892,9.7317,30.5892,7.0971,30.5892,16.6929
30.6581,10.7447,30.6581,10.3560,30.6581,16.8060
30.7269,9.5402,30.7269,13.0609,30.7269,19.6580
30.7958,10.0103,30.7958,15.9857,30.7958,25.9848
30.8647,11.2024,30.8647,17.7826,30.8647,22.6747
30.9336,10.1013,30.9336,18.3688,30.9336,19.1401
31.0025,10.1700,31.0025,18.8953,31.0025,16.9912
31.0714,8.4371,31.0714,19.8086,31.0714,14.7046
31.1403,6.0827,31.1403,18.6442,31.1403,17.6109
31.2092,7.0244,31.2092,20.1932,31.2092,15.9040
31.2781,8.6669,31.2781,21.5104,31.2781,12.2671
31.3470,8.4362,31.3470,21.8106,31.3470,11.7607
31.4159,9.5852,31.4159,23.3776,31.4159,12.4392
31.4848,11.0415,31.4848,15.7226,31.4848,14.6873
31.5537,12.7780,31.5537,21.7733,31.5537,15.7901
31.6226,15.8308,31.6226,18.7637,31.6226,18.4264
31.6915,20.0622,31.6915,17.1202,31.6915,15.8743
